ID,sire,dam
a39475,a34398,a36776
a39476,a34811,a36169
a39477,a34548,a35719
a39478,a35327,a36208
a39479,a35394,a35616
a39480,a35441,a36197
a39481,a34955,a36767
a39482,a34223,a36092
a39483,a34367,a35712
a39484,a34500,a36726
a39485,a35582,a36719
a39486,a35297,a35953
a39487,a35556,a35773
a39488,a34454,a36842
a39489,a34869,a35863
a39490,a35358,a35776
a39491,a34457,a36407
a39492,a34764,a36724
a39493,a34851,a35939
a39494,a34925,a36905
a39495,a34634,a36760
a39496,a34459,a36758
a39497,a34850,a36745
a39498,a35400,a36708
a39499,a34442,a36638
a39500,a34231,a35823
a39501,a35443,a36391
a39502,a34832,a35765
a39503,a35055,a36796
a39504,a35577,a36611
a39505,a35459,a36221
a39506,a34461,a36584
a39507,a34359,a36582
a39508,a34231,a35682
a39509,a34736,a36906
a39510,a34434,a36495
a39511,a35133,a36247
a39512,a35302,a35831
a39513,a34740,a36706
a39514,a34858,a36964
a39515,a34352,a35667
a39516,a34435,a36376
a39517,a34532,a36220
a39518,a34267,a36826
a39519,a34846,a35764
a39520,a35003,a36211
a39521,a34215,a36588
a39522,a35139,a36426
a39523,a35376,a36134
a39524,a34473,a35814
a39525,a34643,a35681
a39526,a34613,a35995
a39527,a35330,a35915
a39528,a34430,a36485
a39529,a34405,a36628
a39530,a34850,a35877
a39531,a34710,a36745
a39532,a35546,a35778
a39533,a35325,a36887
a39534,a34625,a35674
a39535,a34538,a36799
a39536,a35053,a36716
a39537,a35024,a36786
a39538,a35452,a36819
a39539,a35425,a36608
a39540,a35092,a36865
a39541,a34635,a36435
a39542,a34551,a36550
a39543,a34857,a35647
a39544,a34682,a35691
a39545,a34710,a36962
a39546,a34561,a36324
a39547,a34616,a36600
a39548,a34656,a36943
a39549,a34556,a36795
a39550,a35446,a35607
a39551,a35345,a36586
a39552,a35556,a35628
a39553,a35523,a35839
a39554,a34979,a36134
a39555,a35072,a35731
a39556,a35087,a36005
a39557,a35164,a35806
a39558,a35440,a36547
a39559,a34887,a36826
a39560,a34896,a36626
a39561,a35520,a35842
a39562,a35135,a35997
a39563,a35314,a36336
a39564,a34625,a35955
a39565,a34975,a35983
a39566,a34645,a36562
a39567,a34539,a36266
a39568,a35508,a36634
a39569,a35596,a36683
a39570,a34827,a36918
a39571,a35345,a36038
a39572,a35583,a36218
a39573,a35517,a36405
a39574,a34404,a36268
a39575,a34439,a36045
a39576,a35588,a35763
a39577,a34592,a36418
a39578,a34210,a36428
a39579,a35482,a35866
a39580,a34525,a35957
a39581,a35133,a36192
a39582,a35072,a36104
a39583,a35167,a36242
a39584,a35014,a36485
a39585,a35248,a35983
a39586,a34204,a36611
a39587,a34325,a36727
a39588,a34447,a35772
a39589,a34303,a36725
a39590,a34926,a36772
a39591,a35268,a36159
a39592,a35167,a36547
a39593,a34878,a36476
a39594,a34986,a36670
a39595,a35567,a35887
a39596,a34928,a36008
a39597,a35138,a36273
a39598,a34875,a36735
a39599,a35373,a36740
a39600,a35361,a35722
a39601,a35507,a36390
a39602,a34227,a35904
a39603,a34255,a36491
a39604,a34752,a35982
a39605,a34364,a36920
a39606,a34273,a36116
a39607,a35491,a36027
a39608,a35328,a35921
a39609,a34592,a36348
a39610,a34316,a35700
a39611,a35435,a36593
a39612,a34924,a36700
a39613,a34265,a36136
a39614,a34777,a36606
a39615,a34952,a36760
a39616,a35236,a36940
a39617,a34330,a36148
a39618,a34583,a36402
a39619,a34228,a36922
a39620,a35441,a36205
a39621,a34639,a36081
a39622,a34608,a36668
a39623,a34836,a36368
a39624,a35169,a35605
a39625,a35334,a36787
a39626,a35010,a36291
a39627,a34225,a36056
a39628,a34896,a36389
a39629,a35336,a36265
a39630,a35268,a36629
a39631,a34227,a36173
a39632,a34783,a36581
a39633,a34801,a35698
a39634,a34379,a36022
a39635,a34763,a36056
a39636,a35234,a36723
a39637,a34782,a35724
a39638,a34911,a36840
a39639,a35189,a36856
a39640,a35596,a36583
a39641,a35315,a36811
a39642,a34804,a36895
a39643,a34518,a36868
a39644,a34724,a35623
a39645,a35487,a36939
a39646,a34831,a36841
a39647,a35430,a36226
a39648,a35431,a36337
a39649,a34465,a36342
a39650,a35394,a35852
a39651,a35420,a36953
a39652,a34351,a36399
a39653,a34439,a36023
a39654,a35187,a36683
a39655,a34311,a36462
a39656,a34769,a36536
a39657,a34298,a36077
a39658,a35476,a35989
a39659,a34655,a36709
a39660,a34422,a35614
a39661,a35291,a36347
a39662,a34474,a36601
a39663,a35346,a35886
a39664,a34332,a36334
a39665,a34835,a36188
a39666,a34243,a36546
a39667,a35490,a36185
a39668,a34800,a36952
a39669,a34998,a36132
a39670,a34884,a36577
a39671,a35429,a36043
a39672,a35599,a36587
a39673,a34491,a36973
a39674,a35355,a36406
a39675,a35142,a35602
a39676,a35240,a36830
a39677,a34799,a36306
a39678,a34289,a35910
a39679,a34304,a36167
a39680,a35456,a35886
a39681,a35183,a36839
a39682,a34277,a36422
a39683,a34474,a36926
a39684,a34401,a35915
a39685,a35053,a35688
a39686,a34966,a36961
a39687,a34872,a36717
a39688,a35272,a36512
a39689,a35089,a36111
a39690,a34816,a36280
a39691,a34989,a36089
a39692,a35325,a36279
a39693,a35408,a36825
a39694,a35577,a35958
a39695,a34990,a36303
a39696,a34733,a35827
a39697,a34256,a36621
a39698,a34487,a35920
a39699,a35091,a36802
a39700,a34449,a36687
a39701,a34995,a35949
a39702,a34730,a35997
a39703,a35505,a36236
a39704,a34877,a36696
a39705,a34519,a35701
a39706,a34681,a35962
a39707,a34338,a35655
a39708,a34856,a36551
a39709,a35543,a36419
a39710,a35394,a36761
a39711,a34970,a36577
a39712,a35354,a36305
a39713,a34660,a36875
a39714,a34677,a36189
a39715,a35518,a35772
a39716,a34961,a35701
a39717,a35040,a36453
a39718,a35087,a36223
a39719,a35271,a36901
a39720,a34754,a36879
a39721,a34797,a35995
a39722,a35434,a36577
a39723,a34777,a36092
a39724,a34467,a36391
a39725,a35473,a36001
a39726,a35075,a35762
a39727,a34645,a36652
a39728,a35463,a36529
a39729,a34309,a36123
a39730,a34474,a36197
a39731,a35435,a36351
a39732,a34992,a36505
a39733,a35347,a36333
a39734,a34347,a35708
a39735,a34400,a36835
a39736,a34636,a36232
a39737,a34435,a36988
a39738,a35366,a36674
a39739,a34592,a36374
a39740,a34328,a36007
a39741,a34272,a36990
a39742,a35418,a36350
a39743,a34446,a35882
a39744,a34526,a35666
a39745,a34576,a36285
a39746,a34667,a35953
a39747,a35402,a36101
a39748,a35324,a36258
a39749,a35472,a35876
a39750,a35233,a36893
a39751,a35279,a35808
a39752,a35066,a36141
a39753,a34671,a36481
a39754,a34649,a35867
a39755,a35331,a36535
a39756,a34410,a36450
a39757,a35160,a35797
a39758,a35164,a36659
a39759,a34812,a36632
a39760,a34772,a36391
a39761,a34462,a36949
a39762,a34513,a36765
a39763,a34234,a36454
a39764,a35329,a35837
a39765,a35263,a36921
a39766,a35176,a36785
a39767,a34420,a36885
a39768,a34250,a36541
a39769,a34540,a36523
a39770,a35583,a36771
a39771,a35476,a35768
a39772,a34816,a35916
a39773,a34864,a36956
a39774,a35491,a36906
a39775,a34268,a36807
a39776,a34722,a36020
a39777,a34860,a36061
a39778,a35591,a36250
a39779,a34513,a35612
a39780,a34236,a36360
a39781,a34620,a36371
a39782,a35085,a36558
a39783,a34459,a36267
a39784,a34380,a36398
a39785,a35580,a36783
a39786,a34611,a36070
a39787,a35595,a35991
a39788,a35448,a36067
a39789,a34450,a36377
a39790,a34783,a36602
a39791,a35313,a35816
a39792,a34997,a36516
a39793,a34336,a36256
a39794,a34311,a35709
a39795,a34402,a36720
a39796,a34243,a36302
a39797,a34230,a36210
a39798,a34840,a36643
a39799,a34653,a36473
a39800,a34987,a35723
a39801,a37651,a39732
a39802,a38148,a38904
a39803,a37232,a39070
a39804,a38399,a38573
a39805,a37059,a39019
a39806,a37906,a39003
a39807,a38338,a38913
a39808,a37765,a38973
a39809,a38163,a38813
a39810,a37997,a39066
a39811,a38199,a39754
a39812,a37121,a39632
a39813,a37933,a39619
a39814,a38029,a39494
a39815,a37116,a39692
a39816,a37871,a38772
a39817,a38250,a38794
a39818,a37821,a38529
a39819,a38235,a38440
a39820,a37663,a39130
a39821,a37113,a39564
a39822,a37978,a38974
a39823,a37602,a39729
a39824,a37918,a38510
a39825,a37278,a39650
a39826,a38116,a38639
a39827,a37915,a38615
a39828,a37430,a39114
a39829,a37762,a38568
a39830,a37352,a38596
a39831,a37434,a38759
a39832,a38056,a39683
a39833,a37486,a39256
a39834,a38033,a39114
a39835,a37988,a38844
a39836,a37532,a38537
a39837,a37225,a38404
a39838,a37383,a39025
a39839,a37090,a38869
a39840,a38038,a38997
a39841,a38377,a38609
a39842,a37809,a39508
a39843,a37675,a39436
a39844,a37771,a38881
a39845,a37835,a39067
a39846,a37752,a39234
a39847,a37669,a38788
a39848,a37491,a39486
a39849,a38376,a39468
a39850,a37571,a39179
a39851,a38282,a39481
a39852,a37049,a39767
a39853,a38169,a39331
a39854,a37389,a39531
a39855,a37105,a39289
a39856,a37563,a39229
a39857,a37139,a38686
a39858,a38032,a39164
a39859,a37697,a39430
a39860,a38195,a38965
a39861,a37443,a39796
a39862,a37106,a39485
a39863,a37289,a39792
a39864,a37314,a39424
a39865,a38297,a39053
a39866,a38010,a39368
a39867,a37918,a39339
a39868,a37943,a39042
a39869,a37829,a38715
a39870,a37827,a38490
a39871,a37746,a39055
a39872,a38057,a39289
a39873,a38024,a38512
a39874,a37971,a39390
a39875,a37867,a39131
a39876,a37884,a39712
a39877,a37635,a39239
a39878,a37480,a39193
a39879,a37142,a38857
a39880,a37774,a39497
a39881,a37170,a38611
a39882,a37310,a38642
a39883,a38330,a38599
a39884,a37298,a38870
a39885,a37815,a39252
a39886,a37450,a38564
a39887,a37851,a39228
a39888,a38190,a38445
a39889,a38189,a38769
a39890,a37975,a39215
a39891,a37170,a39135
a39892,a37851,a39074
a39893,a37686,a39240
a39894,a37099,a38516
a39895,a38230,a39602
a39896,a37810,a39195
a39897,a38368,a39542
a39898,a37698,a39373
a39899,a38142,a38742
a39900,a37925,a39733
a39901,a37312,a39385
a39902,a37498,a39668
a39903,a37150,a39661
a39904,a38332,a39342
a39905,a37490,a39565
a39906,a37993,a38621
a39907,a38252,a38756
a39908,a37792,a38929
a39909,a38230,a39730
a39910,a37765,a39178
a39911,a38194,a39164
a39912,a37179,a38597
a39913,a38382,a39320
a39914,a38270,a39574
a39915,a37099,a38707
a39916,a37578,a38886
a39917,a37070,a38779
a39918,a38021,a39386
a39919,a38268,a39028
a39920,a37965,a39739
a39921,a37184,a38924
a39922,a37839,a39103
a39923,a37443,a38471
a39924,a37860,a39159
a39925,a37173,a39579
a39926,a37482,a39212
a39927,a37878,a38744
a39928,a37605,a38763
a39929,a37964,a39673
a39930,a37939,a38427
a39931,a37301,a39296
a39932,a37295,a39551
a39933,a37229,a39355
a39934,a37904,a39225
a39935,a37225,a39494
a39936,a37656,a38949
a39937,a38326,a39258
a39938,a37254,a38892
a39939,a38169,a38589
a39940,a37498,a38928
a39941,a37325,a38826
a39942,a37822,a39105
a39943,a37273,a39667
a39944,a38393,a39031
a39945,a37264,a38515
a39946,a37470,a39063
a39947,a37640,a38770
a39948,a38304,a39024
a39949,a38008,a39383
a39950,a37691,a38729
a39951,a37657,a38992
a39952,a37185,a39542
a39953,a37253,a38666
a39954,a38296,a38759
a39955,a37619,a38873
a39956,a37351,a38419
a39957,a37481,a39344
a39958,a37868,a39658
a39959,a37105,a39562
a39960,a38059,a38535
a39961,a38242,a38440
a39962,a38376,a38750
a39963,a38071,a38763
a39964,a37332,a38741
a39965,a38300,a38512
a39966,a38231,a38652
a39967,a38176,a39661
a39968,a37590,a38438
a39969,a37966,a38591
a39970,a38357,a39225
a39971,a37353,a38773
a39972,a37159,a38503
a39973,a38113,a38540
a39974,a37815,a38425
a39975,a37987,a39331
a39976,a37040,a38761
a39977,a38129,a39679
a39978,a37943,a39646
a39979,a37914,a39184
a39980,a38249,a39110
a39981,a37915,a39330
a39982,a38367,a39587
a39983,a37545,a38936
a39984,a37881,a38636
a39985,a37069,a38673
a39986,a38158,a39604
a39987,a37398,a39533
a39988,a37159,a38777
a39989,a38176,a39324
a39990,a37846,a39255
a39991,a37407,a39380
a39992,a37255,a39118
a39993,a37839,a39323
a39994,a37637,a39733
a39995,a37635,a39482
a39996,a38035,a38851
a39997,a37961,a38598
a39998,a37640,a39060
a39999,a37323,a39751
a40000,a37164,a39048
a40001,a38192,a39254
a40002,a38362,a38962
a40003,a38325,a39764
a40004,a38114,a39263
a40005,a37515,a38819
a40006,a37091,a39540
a40007,a37307,a39702
a40008,a37467,a39000
a40009,a37282,a38653
a40010,a37966,a39281
a40011,a37937,a39006
a40012,a37927,a38708
a40013,a37093,a39629
a40014,a38077,a39240
a40015,a38023,a39265
a40016,a38248,a39052
a40017,a37411,a38897
a40018,a37018,a38463
a40019,a37335,a39180
a40020,a38375,a39589
a40021,a37727,a39725
a40022,a37338,a38867
a40023,a38172,a39365
a40024,a37147,a38728
a40025,a38094,a39096
a40026,a37870,a38570
a40027,a37489,a38612
a40028,a37650,a39617
a40029,a37609,a39760
a40030,a38345,a39558
a40031,a37458,a39583
a40032,a37559,a39017
a40033,a37088,a39263
a40034,a37967,a39106
a40035,a38202,a38716
a40036,a37199,a39023
a40037,a37415,a38757
a40038,a37126,a39151
a40039,a37206,a38913
a40040,a37782,a39365
a40041,a37927,a38566
a40042,a38209,a38572
a40043,a37759,a38632
a40044,a38375,a38868
a40045,a37060,a38729
a40046,a37804,a39034
a40047,a37171,a39666
a40048,a37131,a39690
a40049,a37236,a38441
a40050,a37998,a38727
a40051,a37490,a39381
a40052,a37377,a39158
a40053,a38166,a39489
a40054,a37700,a39080
a40055,a37163,a38860
a40056,a38282,a39539
a40057,a38064,a38643
a40058,a38025,a38754
a40059,a37798,a38503
a40060,a37680,a38883
a40061,a37463,a39785
a40062,a37988,a39677
a40063,a37433,a38778
a40064,a38012,a38780
a40065,a37308,a39463
a40066,a37863,a38468
a40067,a37597,a38610
a40068,a37402,a38634
a40069,a38184,a39294
a40070,a37504,a38889
a40071,a37277,a39019
a40072,a37051,a38643
a40073,a38163,a39058
a40074,a37968,a39363
a40075,a37119,a38603
a40076,a37749,a39665
a40077,a37207,a39538
a40078,a37236,a38923
a40079,a37216,a38926
a40080,a37470,a38699
a40081,a37833,a39421
a40082,a37438,a38851
a40083,a37294,a39620
a40084,a38397,a39267
a40085,a37427,a39355
a40086,a38304,a39559
a40087,a38015,a39092
a40088,a37616,a39010
a40089,a37961,a39145
a40090,a37125,a38660
a40091,a37948,a39618
a40092,a38001,a38854
a40093,a38047,a38926
a40094,a37227,a39484
a40095,a38250,a39649
a40096,a37511,a39378
a40097,a37816,a38958
a40098,a37505,a39519
a40099,a37317,a38762
a40100,a37794,a38426
a40101,a37609,a38911
a40102,a37221,a39248
a40103,a37370,a39393
a40104,a37156,a38838
a40105,a37835,a38819
a40106,a37002,a38423
a40107,a37837,a38545
a40108,a37486,a39228
a40109,a37546,a39353
a40110,a37140,a39355
a40111,a37271,a39167
a40112,a37690,a39311
a40113,a38329,a39302
a40114,a38122,a38469
a40115,a38038,a38997
a40116,a38193,a39510
a40117,a37297,a39516
a40118,a37813,a38964
a40119,a37346,a39270
a40120,a37023,a39270
a40121,a37822,a38852
a40122,a38315,a38430
a40123,a38006,a39548
a40124,a38366,a38758
a40125,a37384,a38984
a40126,a38104,a39747
a40127,a37997,a39645
a40128,a37417,a39335
a40129,a37982,a38801
a40130,a37096,a38814
a40131,a38271,a39493
a40132,a37564,a39742
a40133,a37769,a39688
a40134,a37371,a39139
a40135,a37821,a38969
a40136,a38053,a39710
a40137,a38246,a39149
a40138,a37464,a39659
a40139,a37034,a38836
a40140,a37337,a39048
a40141,a38017,a39251
a40142,a37254,a38929
a40143,a37353,a39740
a40144,a37853,a39799
a40145,a37713,a38957
a40146,a37523,a38493
a40147,a37610,a38794
a40148,a37206,a39729
a40149,a38040,a39783
a40150,a38356,a38774
a40151,a37187,a39200
a40152,a38242,a39106
a40153,a37204,a39453
a40154,a38069,a39152
a40155,a38236,a38576
a40156,a37717,a39675
a40157,a37038,a38621
a40158,a37601,a39485
a40159,a37562,a39658
a40160,a37068,a38771
a40161,a37088,a39765
a40162,a37521,a38837
a40163,a37879,a38526
a40164,a37668,a39337
a40165,a38092,a39171
a40166,a37942,a38447
a40167,a37719,a38943
a40168,a38332,a39757
a40169,a37752,a38547
a40170,a37571,a39067
a40171,a38089,a39763
a40172,a37782,a39627
a40173,a37292,a39242
a40174,a37161,a38829
a40175,a38198,a38788
a40176,a38057,a39228
a40177,a38045,a39549
a40178,a37734,a39306
a40179,a37405,a38409
a40180,a37623,a39106
a40181,a37797,a39539
a40182,a38056,a39323
a40183,a38356,a39322
a40184,a37124,a39791
a40185,a37199,a39105
a40186,a38134,a39531
a40187,a38207,a39365
a40188,a37540,a38538
a40189,a37879,a38516
a40190,a37307,a38550
a40191,a37957,a38419
a40192,a38198,a38776
a40193,a37665,a38951
a40194,a37422,a38485
a40195,a37956,a39251
a40196,a37716,a39358
a40197,a37962,a38433
a40198,a38362,a39540
a40199,a38306,a39744
a40200,a37327,a39111
a40201,a37096,a39539
a40202,a37434,a39253
a40203,a37363,a39232
a40204,a37418,a39374
a40205,a38277,a39333
a40206,a37834,a38900
a40207,a38039,a38708
a40208,a37403,a38976
a40209,a37666,a39539
a40210,a37975,a39637
a40211,a37425,a38609
a40212,a37282,a38548
a40213,a37507,a39368
a40214,a38254,a39046
a40215,a37178,a38957
a40216,a37987,a39712
a40217,a37179,a39172
a40218,a38107,a39120
a40219,a38112,a39478
a40220,a37596,a39223
a40221,a37829,a39049
a40222,a37081,a38792
a40223,a37570,a39151
a40224,a37915,a39318
a40225,a38361,a38705
a40226,a38332,a38970
a40227,a37903,a38475
a40228,a37152,a38838
a40229,a37991,a39341
a40230,a38317,a38547
a40231,a37795,a39791
a40232,a37376,a39416
a40233,a37762,a39432
a40234,a37134,a38490
a40235,a38185,a39692
a40236,a37596,a38783
a40237,a37772,a39418
a40238,a38155,a39564
a40239,a37846,a39771
a40240,a37727,a38786
a40241,a37588,a39328
a40242,a38341,a38405
a40243,a37812,a38585
a40244,a37219,a38791
a40245,a37261,a39631
a40246,a37085,a39476
a40247,a37432,a38515
a40248,a38339,a38522
a40249,a38079,a39757
a40250,a37425,a39236
a40251,a37662,a38497
a40252,a37328,a39679
a40253,a37051,a39594
a40254,a38393,a39250
a40255,a38082,a39545
a40256,a37148,a38985
a40257,a37896,a39565
a40258,a37028,a38924
a40259,a37058,a38501
a40260,a37444,a38725
a40261,a37230,a39426
a40262,a37007,a38674
a40263,a38006,a39783
a40264,a37718,a38932
a40265,a38055,a38781
a40266,a37538,a38870
a40267,a37299,a38789
a40268,a38323,a38692
a40269,a38022,a38559
a40270,a37525,a39251
a40271,a37227,a38513
a40272,a37451,a38591
a40273,a37353,a39268
a40274,a38123,a38418
a40275,a37118,a38732
a40276,a37703,a38985
a40277,a38175,a38594
a40278,a38148,a39713
a40279,a38061,a38825
a40280,a38388,a38783
a40281,a37236,a39527
a40282,a37242,a39379
a40283,a37684,a38975
a40284,a38307,a38476
a40285,a37852,a38634
a40286,a38205,a38871
a40287,a38127,a38417
a40288,a37622,a39738
a40289,a38289,a39345
a40290,a37391,a39287
a40291,a38268,a38605
a40292,a38172,a38654
a40293,a37158,a39251
a40294,a38125,a38779
a40295,a38236,a39311
a40296,a38112,a39682
a40297,a37411,a38657
a40298,a38013,a39313
a40299,a37150,a38839
a40300,a37103,a38613
a40301,a37800,a39721
a40302,a37280,a38997
a40303,a37731,a39269
a40304,a37214,a38931
a40305,a38192,a38875
a40306,a37148,a39089
a40307,a37639,a38636
a40308,a37599,a39644
a40309,a37681,a38856
a40310,a37065,a38868
a40311,a37395,a39404
a40312,a37454,a39186
a40313,a37767,a39600
a40314,a37791,a39334
a40315,a38100,a38923
a40316,a37295,a39697
a40317,a37984,a38997
a40318,a37948,a39487
a40319,a37490,a39261
a40320,a38276,a38649
a40321,a37023,a38615
a40322,a37148,a39463
a40323,a37406,a38805
a40324,a37772,a39045
a40325,a37367,a39539
a40326,a38235,a39289
a40327,a38220,a39607
a40328,a37433,a38609
a40329,a37563,a39036
a40330,a37989,a39089
a40331,a37677,a39544
a40332,a38370,a38997
a40333,a38171,a38844
a40334,a37132,a39163
a40335,a37711,a39562
a40336,a37019,a38686
a40337,a38197,a39196
a40338,a37721,a39035
a40339,a37220,a39099
a40340,a38200,a39227
a40341,a38230,a39798
a40342,a37168,a38438
a40343,a37034,a39761
a40344,a37209,a39131
a40345,a37925,a38485
a40346,a37029,a38517
a40347,a37577,a39532
a40348,a37032,a38647
a40349,a37739,a39377
a40350,a38253,a39106
a40351,a37157,a39261
a40352,a38256,a39527
a40353,a37557,a38762
a40354,a38241,a38511
a40355,a38267,a38898
a40356,a37540,a38998
a40357,a38048,a39734
a40358,a38228,a38718
a40359,a37768,a38766
a40360,a37617,a39558
a40361,a38041,a39012
a40362,a37403,a39657
a40363,a38203,a39313
a40364,a38392,a39091
a40365,a37155,a39620
a40366,a37319,a38677
a40367,a38398,a38521
a40368,a37398,a39422
a40369,a37771,a39568
a40370,a37635,a39498
a40371,a37975,a39349
a40372,a37502,a38620
a40373,a37121,a38463
a40374,a37287,a38860
a40375,a37663,a38583
a40376,a37588,a39525
a40377,a37682,a39557
a40378,a37344,a38865
a40379,a38396,a39112
a40380,a38051,a38530
a40381,a38281,a39124
a40382,a37997,a38611
a40383,a37431,a39748
a40384,a37464,a39575
a40385,a38228,a39569
a40386,a38029,a39109
a40387,a38139,a39784
a40388,a37308,a39222
a40389,a37441,a38692
a40390,a38367,a38765
a40391,a38360,a39037
a40392,a37850,a39358
a40393,a37964,a38806
a40394,a37936,a39402
a40395,a37039,a39433
a40396,a37612,a38579
a40397,a37639,a38817
a40398,a37343,a38819
a40399,a37254,a39459
a40400,a37510,a39552
a40401,a37308,a39352
a40402,a37162,a39224
a40403,a38056,a39590
a40404,a37867,a39124
a40405,a37826,a38628
a40406,a38211,a39014
a40407,a37448,a38798
a40408,a37613,a38831
a40409,a38334,a38740
a40410,a37263,a39300
a40411,a37287,a39636
a40412,a37659,a38745
a40413,a37285,a39645
a40414,a37864,a38543
a40415,a37951,a39292
a40416,a37724,a39610
a40417,a37396,a39634
a40418,a37621,a39777
a40419,a37211,a39536
a40420,a37525,a38403
a40421,a37073,a39467
a40422,a37561,a39677
a40423,a37471,a39613
a40424,a37376,a38752
a40425,a37470,a38405
a40426,a37194,a39656
a40427,a38296,a39456
a40428,a37033,a38753
a40429,a38136,a38709
a40430,a37911,a39574
a40431,a37389,a38577
a40432,a38229,a38833
a40433,a37460,a39527
a40434,a38143,a39774
a40435,a38057,a38793
a40436,a37281,a39398
a40437,a37811,a38570
a40438,a37914,a38430
a40439,a37787,a39136
a40440,a38152,a38767
a40441,a37731,a39152
a40442,a37792,a39051
a40443,a38344,a39180
a40444,a37278,a39464
a40445,a38124,a39010
a40446,a37458,a38838
a40447,a37330,a39355
a40448,a37950,a38622
a40449,a37279,a38750
a40450,a38004,a38787
a40451,a37006,a38937
a40452,a38314,a39324
a40453,a37389,a38966
a40454,a37608,a39791
a40455,a37320,a39426
a40456,a37898,a38594
a40457,a37551,a39123
a40458,a37522,a38700
a40459,a37878,a39753
a40460,a37819,a39501
a40461,a37161,a39418
a40462,a38178,a39545
a40463,a38217,a38657
a40464,a37500,a39594
a40465,a37040,a39643
a40466,a38316,a39177
a40467,a37315,a38657
a40468,a38336,a39255
a40469,a37268,a38455
a40470,a37954,a38923
a40471,a37435,a39019
a40472,a37209,a38662
a40473,a37308,a39533
a40474,a38347,a39777
a40475,a37760,a39047
a40476,a38164,a38746
a40477,a37341,a39686
a40478,a38110,a39333
a40479,a37166,a38827
a40480,a37409,a39591
a40481,a37406,a38998
a40482,a37944,a38637
a40483,a37789,a39246
a40484,a37186,a39403
a40485,a37875,a39018
a40486,a37468,a39004
a40487,a37327,a39562
a40488,a37760,a38887
a40489,a37442,a39418
a40490,a37078,a39597
a40491,a38058,a39002
a40492,a37516,a38438
a40493,a37652,a39141
a40494,a37870,a39166
a40495,a37876,a39480
a40496,a37994,a39588
a40497,a37427,a38802
a40498,a37370,a38465
a40499,a38296,a38698
a40500,a37145,a39229
a40501,a37873,a39064
a40502,a37119,a39098
a40503,a37955,a39116
a40504,a37788,a39086
a40505,a37100,a38454
a40506,a37689,a39611
a40507,a38167,a39136
a40508,a37668,a39089
a40509,a38073,a39161
a40510,a37213,a38681
a40511,a37809,a39168
a40512,a37571,a39394
a40513,a38072,a38586
a40514,a38355,a38418
a40515,a37121,a39602
a40516,a38363,a39684
a40517,a37285,a38816
a40518,a37952,a39288
a40519,a38174,a38496
a40520,a38193,a38670
a40521,a38144,a39500
a40522,a37656,a38877
a40523,a38128,a39505
a40524,a37665,a39074
a40525,a38217,a38800
a40526,a37491,a39163
a40527,a37734,a38447
a40528,a38219,a38940
a40529,a37290,a39620
a40530,a37488,a39535
a40531,a37716,a38697
a40532,a37478,a39645
a40533,a37313,a38844
a40534,a37132,a39673
a40535,a37990,a39347
a40536,a37811,a39728
a40537,a37641,a38506
a40538,a38322,a39788
a40539,a38326,a39506
a40540,a37905,a38925
a40541,a37268,a39034
a40542,a38371,a38621
a40543,a37719,a39464
a40544,a37544,a38538
a40545,a37545,a38976
a40546,a37673,a38968
a40547,a38222,a38447
a40548,a37778,a39761
a40549,a37957,a38917
a40550,a38377,a38987
a40551,a37942,a39240
a40552,a37671,a39489
a40553,a37644,a39382
a40554,a38118,a38895
a40555,a37422,a38558
a40556,a37115,a39180
a40557,a37387,a39499
a40558,a37346,a39391
a40559,a38269,a38812
a40560,a38091,a39685
a40561,a38191,a38963
a40562,a38096,a39112
a40563,a37111,a39161
a40564,a37442,a39588
a40565,a37036,a39537
a40566,a37479,a38592
a40567,a37876,a39432
a40568,a37888,a39730
a40569,a37521,a38432
a40570,a37029,a39102
a40571,a37979,a38899
a40572,a37677,a38679
a40573,a37633,a38636
a40574,a37704,a39117
a40575,a37070,a38846
a40576,a38035,a38429
a40577,a38187,a39697
a40578,a37191,a39773
a40579,a37565,a38823
a40580,a38225,a39269
a40581,a37638,a39189
a40582,a37224,a38840
a40583,a38222,a38891
a40584,a37546,a38885
a40585,a37003,a39552
a40586,a37483,a39379
a40587,a37800,a38914
a40588,a37194,a38851
a40589,a37389,a39178
a40590,a37387,a38619
a40591,a38343,a39740
a40592,a37371,a38770
a40593,a37884,a39090
a40594,a37154,a39769
a40595,a37642,a38756
a40596,a38220,a39210
a40597,a38190,a38964
a40598,a37083,a39684
a40599,a38213,a38452
a40600,a38186,a39257
a40601,a37854,a39515
a40602,a37203,a39656
a40603,a38290,a39616
a40604,a38369,a39764
a40605,a38274,a39142
a40606,a38221,a39698
a40607,a38209,a39609
a40608,a37063,a39434
a40609,a37075,a39477
a40610,a38400,a38925
a40611,a37668,a38523
a40612,a38078,a39462
a40613,a37776,a39458
a40614,a37765,a39047
a40615,a38388,a39544
a40616,a37553,a38885
a40617,a37801,a38792
a40618,a38038,a38852
a40619,a37304,a38626
a40620,a38378,a38488
a40621,a38334,a39491
a40622,a37164,a39366
a40623,a37994,a39134
a40624,a38010,a39438
a40625,a37124,a39046
a40626,a37251,a39022
a40627,a37626,a38610
a40628,a37761,a39566
a40629,a37106,a39630
a40630,a37085,a38764
a40631,a37927,a38810
a40632,a38400,a39008
a40633,a37864,a38891
a40634,a37149,a38843
a40635,a37040,a39183
a40636,a37961,a39605
a40637,a37643,a39065
a40638,a37903,a39798
a40639,a38388,a38869
